Date, Close/Last, Volume, Open, High, Low
04/18/2013, 14.5733, 2742503, 14.75, 14.755, 14.4883
04/17/2013, 14.721, 2290914, 14.8417, 14.85, 14.6083
04/16/2013, 15.0067, 2453664, 14.9433, 15.0167, 14.815
04/15/2013, 14.6817, 4526177, 15.125, 15.1357, 14.6817
04/12/2013, 15.2483, 1723920, 15.1533, 15.2483, 15.085
04/11/2013, 15.2317, 3323207, 15.1083, 15.2883, 15.0817
04/10/2013, 15.1017, 2067552, 14.95, 15.1583, 14.9402
04/09/2013, 14.845, 2202198, 14.7633, 14.9383, 14.7017
04/08/2013, 14.7283, 1861050, 14.6083, 14.7283, 14.4967
04/05/2013, 14.61, 2265420, 14.395, 14.6482, 14.3582
04/04/2013, 14.7018, 2114178, 14.6167, 14.7433, 14.5667
04/03/2013, 14.5817, 1400652, 14.81, 14.845, 14.5417
04/02/2013, 14.8017, 1117626, 14.7167, 14.8533, 14.7067
04/01/2013, 14.62, 1078218, 14.61, 14.695, 14.545
03/28/2013, 14.64, 1589982, 14.5517, 14.6567, 14.52
03/27/2013, 14.545, 1376028, 14.42, 14.5683, 14.3652
03/26/2013, 14.5967, 1003830, 14.485, 14.61, 14.485
03/25/2013, 14.3933, 2785877, 14.575, 14.615, 14.2817
03/22/2013, 14.5317, 1405776, 14.4217, 14.5317, 14.4117
03/21/2013, 14.3433, 2173446, 14.3717, 14.475, 14.2667
03/20/2013, 14.515, 1586634, 14.5367, 14.59, 14.4823
03/19/2013, 14.4184, 2588537, 14.4667, 14.5317, 14.2683
03/18/2013, 14.4067, 1717332, 14.3333, 14.545, 14.3037
03/15/2013, 14.5267, 1383840, 14.5367, 14.5483, 14.4483
03/14/2013, 14.58, 759216, 14.4783, 14.58, 14.47
03/13/2013, 14.4067, 1188258, 14.4067, 14.4517, 14.3334
03/12/2013, 14.3983, 1313604, 14.3717, 14.4532, 14.3243
03/11/2013, 14.3783, 1249134, 14.2583, 14.3867, 14.2417
03/08/2013, 14.2733, 1739736, 14.3083, 14.3167, 14.16
03/07/2013, 14.1483, 1269468, 14.1167, 14.195, 14.1
03/06/2013, 14.0817, 1334436, 14.1017, 14.1237, 14.02
03/05/2013, 13.9933, 3277391, 13.875, 14.0533, 13.8724
03/04/2013, 13.7433, 1830096, 13.61, 13.7465, 13.5517
03/01/2013, 13.6667, 1421616, 13.5183, 13.705, 13.3773
02/28/2013, 13.5817, 1967964, 13.6183, 13.7867, 13.58
02/27/2013, 13.648, 1873620, 13.29, 13.7017, 13.2859
02/26/2013, 13.3033, 1608270, 13.225, 13.335, 13.1517
02/25/2013, 13.0833, 2506817, 13.605, 13.65, 13.0833
02/22/2013, 13.5017, 962604, 13.4083, 13.5033, 13.3297
02/21/2013, 13.2617, 2138502, 13.2867, 13.325, 13.17
